city|location|area_sq_ft|num_of_bedrooms|num_of_bathrooms|price_in_rupees
Karachi|Bahria Town - Precinct 11-B, Bahria Town - Precinct 11|1368|3|4|13800000
Karachi|SMCHS - Sindhi Muslim Society, Jamshed Town|5400|9|6|130000000
Karachi|Saadi Town, Scheme 33|2160|9|6|36000000
Karachi|North Nazimabad - Block H, North Nazimabad|2097|10|6|49000000
Karachi|DHA Phase 7 Extension, DHA Defence|4500|7|6|165000000
Karachi|Askari 5 - Sector J, Askari 5|3375|5|5|77500000
Karachi|Capital Cooperative Housing Society, Scheme 33 - Sector 35-A|2160|8|6|41500000
Karachi|Jinnah Garden, Malir|2160|0|0|55000000
Karachi|Kazimabad, Malir|1800|0|0|30000000
Karachi|DHA Phase 5, DHA Defence|9000|4|4|139000000
Karachi|DHA Phase 8 Extension, DHA Phase 8|2700|4|4|85000000
Karachi|Askari 5 - Sector J, Askari 5|3375|5|5|78000000
Karachi|Askari 5 - Sector H, Askari 5|3843|5|5|98000000
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|2115|3|3|12500000
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|1800|3|3|20900000
Karachi|Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2|1368|3|3|15000000
Karachi|DHA City - Sector 3B, DHA City - Sector 3|2160|4|4|23500000
Karachi|Gulshan-e-Shameem, Gulberg Town|1080|4|4|35000000
Karachi|Bahria Town Karachi, Karachi|2421|3|3|17000000
Karachi|Bahria Town Karachi, Karachi|2421|3|3|17000000
Karachi|Bahria Town Karachi, Karachi|2421|3|3|17000000
Karachi|Bahria Town Karachi, Karachi|2421|3|3|17000000
Karachi|Bahria Town Karachi, Karachi|2421|3|3|17000000
Karachi|Bahria Town Karachi, Karachi|2421|3|3|17000000
Karachi|Bahria Town Karachi, Karachi|2421|3|3|17000000
Karachi|Bahria Town Karachi, Karachi|2421|3|3|17000000
Karachi|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|1080|6|6|35500000
Karachi|Falcon Complex New Malir, Malir|4500|5|5|102000000
Karachi|Saadi Town - Block 2, Saadi Town|1080|4|4|28000000
Karachi|DHA Phase 8, DHA Defence|1080|3|4|61000000
Karachi|DHA Phase 6, DHA Defence|4500|5|6|145000000
Karachi|Bahadurabad, Gulshan-e-Iqbal Town|2700|5|6|112500000
Karachi|North Nazimabad - Block I, North Nazimabad|3600|7|6|65000000
Karachi|DHA Phase 6, DHA Defence|18000|5|6|550000000
Karachi|KDA Scheme 1, Karachi|9000|5|6|320000000
Karachi|Airport Road, Karachi|1080|4|5|17000000
Karachi|Bukhari Commercial Area, DHA Phase 6|4500|6|6|110000000
Karachi|Askari 5 - Sector J, Askari 5|3375|5|5|78000000
Karachi|Gulshan-e-Maymar - Sector V, Gulshan-e-Maymar|2160|6|6|40000000
Karachi|State Bank of Pakistan Staff Co-Operative Housing Society, Karachi|1800|5|5|42500000
Karachi|Chapal Sun City, Scheme 33|1080|3|3|22000000
Karachi|North Nazimabad - Block A, North Nazimabad|2817|6|6|95000000
Karachi|Gulistan-e-Jauhar - Block 1-A, Gulistan-e-Jauhar|1800|3|2|40000000
Karachi|Bahria Town - Precinct 8, Bahria Town Karachi|729|2|2|5800000
Karachi|DHA Phase 1, DHA Defence|4770|6|6|89000000
Karachi|Saima Villas, Karachi Motorway|1440|3|3|13500000
Karachi|DHA Phase 8, DHA Defence|1350|6|4|67000000
Karachi|DHA Phase 8, DHA Defence|4500|5|6|165000000
Karachi|DHA Phase 7, DHA Defence|4500|5|6|162500000
Karachi|DHA Phase 7 Extension, DHA Defence|900|3|3|43500000
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|1800|3|3|16000000
Karachi|Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal|3600|5|4|77500000
Karachi|DHA Phase 8, DHA Defence|4500|4|5|155000000
Karachi|PECHS Block 2, PECHS|1494|5|5|75000000
Karachi|DHA Phase 7, DHA Defence|4500|5|6|170000000
Karachi|DHA Phase 2, DHA Defence|19800|8|6|465000000
Karachi|North Nazimabad - Block H, North Nazimabad|2097|3|3|45000000
Karachi|Nazimabad 1 - Block C, Nazimabad 1|1944|3|3|52500000
Karachi|Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal|2160|9|0|72500000
Karachi|Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal|2160|9|0|91500000
Karachi|Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal|2160|5|5|65000000
Karachi|Bahria Town - Ali Block, Bahria Town - Precinct 12|1125|3|3|10500000
Karachi|Bahria Town - Precinct 35, Bahria Sports City|3150|4|4|14900000
Karachi|North Nazimabad - Block H, North Nazimabad|2097|6|6|77500000
Karachi|DHA Phase 8, DHA Defence|900|3|4|52500000
Karachi|Gulshan-e-Maymar, Gadap Town|720|2|3|9900000
Karachi|Gulshan-e-Maymar, Gadap Town|720|4|4|11000000
Karachi|Gulshan-e-Maymar, Gadap Town|720|2|2|9000000
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|1800|3|3|16000000
Karachi|Bahria Town Karachi, Karachi|1125|4|4|10500000
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|2115|3|3|12200000
Karachi|Bahria Paradise - Precinct 51, Bahria Paradise|4500|5|5|40000000
Karachi|Bahria Sports City, Bahria Town Karachi|3150|4|4|17000000
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|2115|3|3|14500000
Karachi|Bahria Town - Ali Block, Bahria Town - Precinct 12|1125|3|3|12000000
Karachi|DHA Phase 4, DHA Defence|9000|6|6|170000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|120000000
Islamabad|F-17, Islamabad|2723|6|6|40000000
Islamabad|I-10/1, I-10|1362|5|5|57000000
Islamabad|Bahria Enclave - Sector N, Bahria Enclave|1362|3|3|23000000
Islamabad|Bahria Enclave - Sector C1, Bahria Enclave|2995|5|5|55000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|147500000
Islamabad|Bahria Enclave, Bahria Town|2723|5|5|45000000
Islamabad|Bahria Enclave - Sector C1, Bahria Enclave|2723|5|6|55000000
Islamabad|DHA Valley - Lilly Sector, DHA Valley|2178|3|3|15000000
Islamabad|DHA Phase 2 - Sector G, DHA Defence Phase 2|5990|7|6|140000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|120000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|102500000
Islamabad|E-11, Islamabad|3867|8|6|90000000
Islamabad|DHA Defence Phase 2, DHA Defence|1362|5|6|43000000
Islamabad|DHA Defence Phase 2, DHA Defence|2995|6|6|66000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|95000000
Islamabad|DHA Defence Phase 2, DHA Defence|2723|4|5|55000000
Islamabad|G-13, Islamabad|2723|7|6|83000000
Islamabad|G-13, Islamabad|1089|6|6|36500000
Islamabad|G-9, Islamabad|3867|6|6|140000000
Islamabad|DHA Defence Phase 1, DHA Defence|2723|5|6|45000000
Islamabad|Bahria Enclave, Bahria Town|5445|8|6|75000000
Islamabad|Bahria Enclave, Bahria Town|2723|5|6|53500000
Islamabad|Bahria Enclave - Sector N, Bahria Enclave|1362|3|4|22000000
Islamabad|Bahria Enclave, Bahria Town|2723|5|6|51000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|119000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|129000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|120000000
Islamabad|DHA Phase 2 - Sector E, DHA Defence Phase 2|5445|6|6|150000000
Islamabad|I-10/2, I-10|2178|5|6|62000000
Islamabad|Telegarden (T&T ECHS), F-17|2723|6|6|30500000
Islamabad|Bani Gala, Islamabad|2995|4|6|35000000
Islamabad|G-11/3, G-11|2178|5|5|62500000
Islamabad|Pakistan Town - Phase 1, Pakistan Town|2723|5|6|37500000
Islamabad|Bahria Enclave - Sector C3, Bahria Enclave|2723|5|6|53000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|92500000
Islamabad|Bahria Enclave - Sector I, Bahria Enclave|1362|3|3|21500000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|115000000
Islamabad|DHA Defence Phase 2, DHA Defence|1634|6|6|55000000
Islamabad|F-11, Islamabad|10890|10|0|500000000
Islamabad|MPCHS - Multi Gardens, B-17|2723|6|6|58000000
Islamabad|Bani Gala, Islamabad|10890|6|6|115000000
Islamabad|Bahria Enclave, Bahria Town|1362|3|4|21500000
Islamabad|Bahria Enclave, Bahria Town|1362|3|3|20500000
Islamabad|Bahria Enclave, Bahria Town|2723|5|6|52500000
Islamabad|Bahria Enclave, Bahria Town|2723|5|5|49000000
Islamabad|Bahria Enclave - Sector C1, Bahria Enclave|2723|5|6|54500000
Islamabad|Bani Gala, Islamabad|1362|4|6|21500000
Islamabad|Bani Gala, Islamabad|1362|4|6|16000000
Islamabad|Bani Gala, Islamabad|1362|4|6|17500000
Islamabad|Bahria Enclave - Sector B2, Bahria Enclave|2723|5|6|49000000
Islamabad|Faisal Town - F-18, Islamabad|2178|5|5|32500000
Islamabad|Faisal Town Phase 1, Faisal Town - F-18|1362|5|5|24000000
Islamabad|Top City 1 - Block A, Top City 1|2723|5|6|43500000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|130000000
Islamabad|Faisal Town - F-18, Islamabad|2178|5|6|33000000
Islamabad|DHA Phase 2 - Sector F, DHA Defence Phase 2|5445|5|6|122500000
Islamabad|CBR Town Phase 1 - Block C, CBR Town Phase 1|1906|4|5|32500000
Islamabad|Faisal Margalla City, B-17|1525|0|0|21000000
Islamabad|Zaraj Housing Scheme, Islamabad|2723|5|6|49500000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|122500000
Islamabad|F-6, Islamabad|5310|5|6|370000000
Islamabad|DHA Defence Phase 3, DHA Defence|5445|5|6|95000000
Islamabad|F-11, Islamabad|5445|6|6|150000000
Islamabad|DHA Phase 2 - Sector H, DHA Defence Phase 2|5445|5|5|115000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|80000000
Islamabad|DHA Defence Phase 2, DHA Defence|2723|5|6|65000000
Islamabad|Bahria Enclave - Sector C1, Bahria Enclave|2723|5|5|52500000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|118000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|108000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|113000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|120000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|78000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|95000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|85000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|5|150000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|155000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|7|6|115000000
Islamabad|F-8, Islamabad|6534|4|5|310000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|5|81500000
Islamabad|MPCHS - Block E, MPCHS - Multi Gardens|2178|5|6|33500000
Islamabad|Ghauri Town Phase 4B, Ghauri Town|1362|4|5|16000000
Islamabad|Chak Shahzad, Islamabad|1362|4|4|25000000
Islamabad|G-13, Islamabad|1089|4|4|27500000
Islamabad|DHA Defence Phase 1, DHA Defence|5445|5|6|127500000
Islamabad|Bahria Enclave - Sector M, Bahria Enclave|2723|5|6|45000000
Islamabad|Lahore - Islamabad Motorway, Islamabad|5445|5|5|99800000
Islamabad|Jhangi Syedan, Islamabad|1389|2|3|6800000
Islamabad|Bahria Enclave, Bahria Town|1362|3|4|22000000
Islamabad|DHA Phase 2 - Sector E, DHA Defence Phase 2|5445|0|0|145000000
Islamabad|MPCHS - Block C1, MPCHS - Multi Gardens|2723|7|6|38000000
Islamabad|Faisal Town - F-18, Islamabad|1906|7|6|35000000
Islamabad|DHA Homes, DHA Valley|1362|2|2|7600000
Islamabad|G-13/1, G-13|1198|4|5|40000000
Islamabad|G-13, Islamabad|2723|6|6|92500000
Islamabad|G-13, Islamabad|2723|6|6|87000000
Islamabad|G-14/4, G-14|3867|6|6|105000000
Islamabad|G-13, Islamabad|2968|7|6|92500000
Islamabad|I-8, Islamabad|3867|5|6|110000000
Islamabad|G-13, Islamabad|2968|7|6|86000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|7|6|117000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|127500000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|117000000
Islamabad|DHA Phase 2 - Sector E, DHA Defence Phase 2|5445|5|5|155000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|122500000
Islamabad|DHA Defence Phase 1, DHA Defence|6534|6|6|81000000
Islamabad|E-7, Islamabad|13612|9|6|1850000000
Islamabad|Jinnah Gardens Phase 1, Jinnah Gardens|1906|4|6|33000000
Islamabad|F-7, Islamabad|7078|6|6|375000000
Islamabad|F-8, Islamabad|7078|6|6|320000000
Islamabad|DHA Phase 2 - Sector A, DHA Defence Phase 2|2995|4|4|60000000
Islamabad|Top City 1 - Block A, Top City 1|2723|5|5|45000000
Islamabad|Soan Garden - Block H, Soan Garden|1634|4|5|26000000
Islamabad|Soan Garden, Islamabad|5445|7|6|66500000
Islamabad|Soan Garden - Block H, Soan Garden|1634|6|6|27500000
Islamabad|G-15, Islamabad|1906|6|6|32300000
Islamabad|G-15, Islamabad|5445|6|6|70000000
Islamabad|G-13, Islamabad|2968|7|6|86000000
Islamabad|Gulberg Residencia - Block H, Gulberg Residencia|1906|5|6|39000000
Islamabad|Faisal Margalla City, B-17|1362|3|5|23500000
Islamabad|F-8, Islamabad|5445|5|6|260000000
Islamabad|Margalla View Society - Block D, Margalla View Housing Society|2532|4|4|42000000
Islamabad|Margalla View Society - Block D, Margalla View Housing Society|2532|4|4|32000000
Islamabad|Bahria Enclave - Sector C1, Bahria Enclave|2723|5|5|54500000
Islamabad|Bahria Enclave - Sector C1, Bahria Enclave|3295|5|5|55000000
Islamabad|Top City 1 - Block B, Top City 1|5445|5|6|70000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|125000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|104500000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|0|0|125000000
Islamabad|DHA Defence Phase 2, DHA Defence|2995|5|6|66000000
Islamabad|Jinnah Gardens Phase 1, Jinnah Gardens|1906|4|6|34000000
Islamabad|PWD Housing Scheme, Islamabad|2532|6|6|43000000
Islamabad|E-11/3, E-11|5445|10|0|170000000
Islamabad|B-17, Islamabad|2451|4|6|42500000
Islamabad|DHA Defence Phase 1, DHA Defence|5445|6|6|109000000
Islamabad|F-8, Islamabad|7078|6|6|320000000
Islamabad|F-11, Islamabad|5445|6|6|155000000
Islamabad|G-15 Markaz, G-15|1906|5|5|28400000
Islamabad|D-12/2, D-12|2178|6|6|83000000
Islamabad|I-10, Islamabad|1634|5|5|48500000
Islamabad|I-10, Islamabad|1362|5|5|41000000
Islamabad|I-10, Islamabad|1634|5|4|35000000
Islamabad|Bahria Enclave - Sector C1, Bahria Enclave|2723|5|5|48500000
Islamabad|Bahria Enclave - Sector F1, Bahria Enclave|1362|3|3|25000000
Islamabad|Bahria Enclave - Sector H, Bahria Enclave|1362|3|3|27000000
Islamabad|F-7, Islamabad|21780|8|6|1450000000
Islamabad|Bahria Enclave - Sector N, Bahria Enclave|1362|3|4|23500000
Islamabad|Bahria Enclave - Sector C1, Bahria Enclave|2723|5|5|53000000
Islamabad|Bahria Enclave - Sector N, Bahria Enclave|1362|3|3|20500000
Islamabad|Bahria Enclave - Sector C1, Bahria Enclave|3295|5|5|51500000
Islamabad|F-8, Islamabad|13612|5|5|470000000
Islamabad|DHA Phase 2 - Sector E, DHA Defence Phase 2|5445|5|6|145000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|118500000
Islamabad|I-8/2, I-8|3867|6|6|180000000
Islamabad|I-8/3, I-8|3377|6|6|135000000
Islamabad|Mumtaz City - Ravi Block, Mumtaz City|1906|5|5|37500000
Islamabad|Bahria Garden City - Zone 1, Bahria Garden City|9256|6|6|139500000
Islamabad|F-6/3, F-6|23414|5|6|1350000000
Islamabad|DHA Defence Phase 3, DHA Defence|1362|4|4|25000000
Islamabad|G-11/3, G-11|980|0|0|36000000
Islamabad|F-11, Islamabad|7078|9|0|250000000
Islamabad|F-11, Islamabad|8712|0|0|255000000
Islamabad|I-10, Islamabad|1089|5|3|24500000
Islamabad|PWD Housing Scheme, Islamabad|2532|5|5|45000000
Islamabad|Soan Garden, Islamabad|2178|6|6|29000000
Islamabad|G-13, Islamabad|2178|6|5|70000000
Islamabad|DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F|2995|3|4|32500000
Islamabad|G-13, Islamabad|5445|8|6|170000000
Islamabad|Bahria Enclave - Sector H, Bahria Enclave|1362|3|3|24000000
Islamabad|Bahria Enclave - Sector N, Bahria Enclave|1362|3|3|22000000
Islamabad|Bahria Enclave - Sector C, Bahria Enclave|5445|5|5|98000000
Islamabad|Bahria Enclave - Sector J, Bahria Enclave|2178|0|0|34000000
Islamabad|G-13, Islamabad|2178|5|6|67500000
Islamabad|G-13, Islamabad|2178|6|6|60500000
Islamabad|Bahria Garden City - Zone 1, Bahria Garden City|8168|5|6|115000000
Islamabad|F-7, Islamabad|5445|5|6|320000000
Islamabad|D-12, Islamabad|2178|5|5|87500000
Islamabad|D-12, Islamabad|1362|4|5|55000000
Islamabad|F-7, Islamabad|7078|5|5|272000000
Islamabad|F-7, Islamabad|5445|5|6|275000000
Islamabad|G-14, Islamabad|3867|7|6|105000000
Islamabad|CBR Town Phase 1 - Block C, CBR Town Phase 1|2178|4|5|35000000
Islamabad|Bahria Enclave - Sector B2, Bahria Enclave|6534|5|0|169500000
Islamabad|Gulshan-e-Sehat 1, E-18|1906|3|3|15000000
Islamabad|Bani Gala, Islamabad|3322|6|6|50000000
Islamabad|F-7, Islamabad|8168|7|0|400000000
Islamabad|F-8, Islamabad|10890|7|0|380000000
Islamabad|DHA Phase 2 - Sector C, DHA Defence Phase 2|5445|6|6|120000000
Islamabad|DHA Phase 2 - Sector D, DHA Defence Phase 2|5445|6|7|95000000
Islamabad|DHA Phase 2 - Sector A, DHA Defence Phase 2|5445|6|6|130000000
Islamabad|DHA Phase 2 - Sector D, DHA Defence Phase 2|5445|6|6|105000000
Islamabad|F-17/2, F-17|1906|5|6|30000000
Islamabad|F-7, Islamabad|20691|7|6|850000000
Islamabad|F-7, Islamabad|7078|8|0|395000000
Islamabad|F-6, Islamabad|17424|8|0|1100000000
Islamabad|E-7, Islamabad|8712|6|6|700000000
Islamabad|F-7, Islamabad|7078|6|6|425000000
Islamabad|F-8, Islamabad|19602|4|4|890000000
Islamabad|G-13, Islamabad|2723|6|6|89000000
Islamabad|F-8, Islamabad|5445|6|6|290000000
Islamabad|Bahria Enclave - Sector N, Bahria Enclave|1362|3|5|25000000
Islamabad|F-7, Islamabad|5990|6|6|360000000
Islamabad|Top City 1 - Block D, Top City 1|2723|4|4|29500000
Islamabad|Top City 1 - Block A, Top City 1|2723|6|6|44500000
Islamabad|Eighteen, Kashmir Highway|2723|4|5|54000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|125000000
Islamabad|Naval Anchorage, Islamabad|1362|4|4|28000000
Islamabad|Naval Anchorage - Block F, Naval Anchorage|5445|6|6|87500000
Islamabad|G-7, Islamabad|5990|6|6|170000000
Islamabad|Soan Garden - Block B, Soan Garden|5445|7|0|66000000
Islamabad|F-8, Islamabad|21780|8|6|650000000
Islamabad|F-10, Islamabad|10890|8|0|550000000
Islamabad|MPCHS - Block C, MPCHS - Multi Gardens|2178|5|6|34500000
Islamabad|Gulberg Residencia, Gulberg|5445|8|6|100000000
Islamabad|G-13, Islamabad|1198|4|5|37000000
Islamabad|E-18, Islamabad|6534|7|6|45000000
Islamabad|Gulshan-e-Sehat 2, E-18|2178|4|5|18000000
Islamabad|G-14/4, G-14|2532|6|6|72500000
Islamabad|F-6, Islamabad|5310|5|6|370000000
Islamabad|F-6, Islamabad|4847|6|6|278000000
Islamabad|G-13, Islamabad|3867|6|6|108000000
Islamabad|G-13/1, G-13|2968|6|6|95000000
Islamabad|F-8, Islamabad|9801|5|5|360000000
Islamabad|F-7/3, F-7|10890|7|1|950000000
Islamabad|F-6, Islamabad|6534|5|6|350000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|8|6|117000000
Islamabad|F-11/2, F-11|7078|7|6|320000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|92500000
Islamabad|I-8, Islamabad|2723|11|6|122500000
Islamabad|F-7, Islamabad|13612|7|6|450000000
Islamabad|Ghauri Town Phase 5B, Ghauri Town|1634|2|3|11000000
Islamabad|F-11/1, F-11|5445|6|6|150000000
Islamabad|F-11, Islamabad|7078|9|0|250000000
Islamabad|B-17, Islamabad|2178|4|6|33500000
Islamabad|CBR Town Phase 1 - Block C, CBR Town Phase 1|1906|4|0|25000000
Islamabad|F-10, Islamabad|5445|6|6|200000000
Islamabad|F-10, Islamabad|5990|6|6|200000000
Islamabad|DHA Phase 2 - Sector D, DHA Defence Phase 2|5445|6|6|77500000
Islamabad|Jinnah Gardens Phase 1, Jinnah Gardens|2178|2|3|20500000
Islamabad|Gulberg Residencia - Block T, Gulberg Residencia|1906|5|6|30000000
Islamabad|DHA Phase 3 - Block A, DHA Defence Phase 3|1362|3|4|16000000
Islamabad|DHA Phase 3 - Block B, DHA Defence Phase 3|3812|5|6|37000000
Islamabad|F-6/1, F-6|8712|4|4|345000000
Islamabad|DHA Phase 2 - Sector E, DHA Defence Phase 2|5445|5|5|128000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|144500000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|80000000
Islamabad|DHA Defence Phase 2, DHA Defence|7078|8|6|250000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|123000000
Islamabad|G-6, Islamabad|20146|7|0|950000000
Islamabad|F-8, Islamabad|10890|6|6|475000000
Islamabad|F-7, Islamabad|7078|6|6|290000000
Islamabad|F-7, Islamabad|10890|6|6|450000000
Islamabad|F-8, Islamabad|10890|10|0|300000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|117500000
Islamabad|DHA Phase 2 - Sector E, DHA Defence Phase 2|5445|0|0|147500000
Islamabad|DHA Phase 2 - Sector A, DHA Defence Phase 2|2723|0|0|47000000
Islamabad|Soan Garden, Islamabad|3377|0|0|47500000
Islamabad|Soan Garden - Block H, Soan Garden|1824|0|0|18500000
Islamabad|University Town - Block E, University Town|1362|3|3|13500000
Islamabad|E-11/3, E-11|5445|6|0|155000000
Islamabad|F-10, Islamabad|5990|6|6|190000000
Islamabad|F-6, Islamabad|26136|7|0|1350000000
Islamabad|Bahria Enclave - Sector I, Bahria Enclave|1362|3|4|21000000
Islamabad|G-13, Islamabad|2723|7|6|75000000
Islamabad|Oleander Sector - DHA Homes Block A, DHA Valley - Oleander Sector|2178|3|3|14000000
Islamabad|DHA Valley, DHA Defence|2178|3|3|16000000
Islamabad|Lilly Sector - DHA Homes, DHA Valley - Lilly Sector|1362|2|2|7000000
Islamabad|F-7, Islamabad|7078|6|6|470000000
Islamabad|E-7, Islamabad|12523|5|6|580000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|105000000
Islamabad|DHA Phase 2 - Sector H, DHA Defence Phase 2|5445|5|5|87500000
Islamabad|I-8 Markaz, I-8|3377|7|0|107000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|5|150000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|125000000
Islamabad|Bahria Town, Islamabad|6534|5|6|117000000
Islamabad|F-10, Islamabad|10890|10|6|280000000
Islamabad|F-10/3, F-10|7078|6|6|210000000
Islamabad|F-8, Islamabad|5445|5|5|225000000
Islamabad|F-8, Islamabad|7078|6|6|260000000
Islamabad|DHA Phase 2 - Sector D, DHA Defence Phase 2|5445|6|0|105000000
Islamabad|Lehtarar Road, Islamabad|817|2|0|5000000
Islamabad|Lehtarar Road, Islamabad|272|3|2|3200000
Islamabad|H-13, Islamabad|817|5|4|9000000
Islamabad|DHA Phase 2 - Sector E, DHA Defence Phase 2|5445|6|6|145000000
Islamabad|DHA Phase 2 - Sector A, DHA Defence Phase 2|5445|6|6|130000000
Islamabad|F-6, Islamabad|21780|11|6|1200000000
Islamabad|DHA Defence Phase 2, DHA Defence|8168|6|6|170000000
Islamabad|DHA Homes, DHA Valley|1362|2|2|6500000
Islamabad|Ghauri Town Phase 5B, Ghauri Town|1634|2|3|11000000
Islamabad|F-7, Islamabad|9801|5|5|426500000
Islamabad|Jinnah Gardens Phase 1, Jinnah Gardens|2178|5|6|31000000
Islamabad|Naval Anchorage - Block F, Naval Anchorage|5445|6|6|87500000
Islamabad|Bahria Town, Islamabad|6534|5|6|117000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|130000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|125000000
Islamabad|G-9/4, G-9|1525|5|5|52500000
Islamabad|Park View - Block H, Park View City|1362|4|4|35000000
Islamabad|F-17, Islamabad|3867|4|6|38000000
Islamabad|I-8/3, I-8|4357|9|6|160000000
Islamabad|Faisal Town - F-18, Islamabad|2178|4|6|31000000
Islamabad|DHA Phase 2 - Sector D, DHA Defence Phase 2|5445|6|0|105000000
Islamabad|DHA Phase 2 - Sector C, DHA Defence Phase 2|2723|5|6|62500000
Islamabad|Park View City, Islamabad|2178|5|6|44000000
Islamabad|I-8/2, I-8|3268|6|6|175000000
Islamabad|Bahria Enclave - Sector C1, Bahria Enclave|2723|5|5|45500000
Islamabad|F-15, Islamabad|16335|10|6|225000000
Islamabad|G-14/4, G-14|3812|4|4|120000000
Islamabad|E-11/3, E-11|5445|10|6|150000000
Islamabad|F-11/3, F-11|5445|5|6|217500000
Islamabad|F-7, Islamabad|21780|11|0|2250000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|115000000
Islamabad|Bahria Enclave - Sector C2, Bahria Enclave|2723|5|6|54000000
Islamabad|Bani Gala, Islamabad|2723|5|6|43000000
Islamabad|Park View City, Islamabad|1362|3|4|32500000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|5|115000000
Islamabad|G-9, Islamabad|2723|6|6|75000000
Islamabad|Jinnah Gardens Phase 1, Jinnah Gardens|1906|6|6|31500000
Islamabad|Bahria Enclave, Bahria Town|1362|3|3|26000000
Islamabad|Park View City, Islamabad|2178|5|6|44000000
Islamabad|Bahria Enclave - Sector H, Bahria Enclave|1362|3|5|24500000
Islamabad|G-10, Islamabad|1988|4|4|69000000
Islamabad|F-7, Islamabad|7078|6|6|360000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|6|6|115000000
Islamabad|G-13, Islamabad|2723|7|6|80000000
Islamabad|DHA Defence Phase 2, DHA Defence|6534|6|6|130000000
Islamabad|G-13, Islamabad|3268|6|6|115000000
Islamabad|I-8, Islamabad|3812|6|6|110000000
Islamabad|Top City 1 - Block A, Top City 1|2723|6|6|38000000
Islamabad|DHA Defence Phase 2, DHA Defence|5445|5|6|113500000
Islamabad|Bahria Enclave - Sector G, Bahria Enclave|2178|5|5|33500000
Islamabad|DHA Phase 2 - Sector F, DHA Defence Phase 2|5445|6|6|122500000
Islamabad|Top City 1 - Block D, Top City 1|2723|5|5|40000000
