city|location|area_sq_ft|num_of_bedrooms|num_of_bathrooms|price_in_rupees
Lahore|OLC - Block A, Overseas Low Cost|1362|3|4|15500000
Lahore|Park View City, Lahore|1362|4|3|20000000
Lahore|DHA Phase 8 - Ex Air Avenue, DHA Phase 8|2995|4|5|56000000
Lahore|Bahria Town - Jasmine Block, Bahria Town - Sector C|2723|5|6|31000000
Lahore|DHA Phase 6, DHA Defence|10890|5|6|380000000
Lahore|New Lahore City - Phase 2, New Lahore City|1362|3|3|14500000
Lahore|Lake City - Sector M-8, Lake City|1362|5|5|26500000
Lahore|Eden Value Homes, Eden|817|2|2|11000000
Lahore|Park View City - Tulip Overseas, Park View City|1362|3|3|25000000
Lahore|DHA Phase 5 - Block L, DHA Phase 5|5445|6|6|103000000
Lahore|DHA Phase 3 - Block XX, DHA Phase 3|5990|7|6|70000000
Lahore|DHA Phase 4 - Block HH, DHA Phase 4|5445|6|6|92500000
Lahore|Park View City, Lahore|1362|4|4|16500000
Lahore|Park View City, Lahore|1362|4|4|17500000
Lahore|Askari 10 - Sector S, Askari 10|4084|5|6|81500000
Lahore|Askari 10 - Sector D, Askari 10|2995|4|5|52500000
Lahore|Askari 10 - Sector F, Askari 10|5445|5|6|92500000
Lahore|Paragon City - Woods Block, Paragon City|1362|3|4|22000000
Lahore|Park View City, Lahore|1362|4|4|21000000
Lahore|Park View City - Jasmine Block, Park View City|2723|5|5|31000000
Lahore|Lake City - Sector M-7, Lake City|1362|4|5|24000000
Lahore|New Lahore City, Lahore|1362|3|4|16000000
Lahore|Lake City - Sector M-7, Lake City|1362|4|5|23500000
Lahore|Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1|1362|4|6|21000000
Lahore|DHA Phase 5, DHA Defence|5445|5|6|77500000
Lahore|Bahria Orchard, Lahore|2723|5|6|45000000
Lahore|DHA Phase 5 - Block A, DHA Phase 5|10890|6|6|340000000
Lahore|DHA Phase 5, DHA Defence|2723|4|5|57000000
Lahore|DHA 9 Town, DHA Defence|1362|3|4|21900000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|64900000
Lahore|DHA 9 Town - Block C, DHA 9 Town|1362|3|4|22500000
Lahore|DHA Phase 7, DHA Defence|5445|5|5|69000000
Lahore|DHA 11 Rahbar, Lahore|1362|3|4|22000000
Lahore|Audit & Accounts Housing Society, Lahore|817|3|3|13000000
Lahore|Askari 10 - Sector S, Askari 10|4084|5|6|80000000
Lahore|Park View City - Platinum Block, Park View City|1362|4|4|16500000
Lahore|DHA Phase 6 - Block A, DHA Phase 6|5445|5|6|210000000
Lahore|Askari 10 - Sector F, Askari 10|5445|5|6|87500000
Lahore|DHA Phase 7 - Block Y, DHA Phase 7|5445|5|6|75000000
Lahore|DHA 9 Town - Block B, DHA 9 Town|1362|3|4|22000000
Lahore|Park View City - Executive Block, Park View City|1362|4|5|25000000
Lahore|State Life Housing Society, Lahore|2723|4|6|35500000
Lahore|Paragon City - Woods Block, Paragon City|1362|3|4|22000000
Lahore|Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1|1362|3|5|15000000
Lahore|Park View City - Crystal Block, Park View City|1362|4|4|18500000
Lahore|Park View City - Tulip Extension Block, Park View City|1362|4|4|21000000
Lahore|Low Cost - Block C, Low Cost Sector|2178|1|1|13500000
Lahore|Park View City, Lahore|1362|4|5|17000000
Lahore|Park View City, Lahore|1362|4|5|16000000
Lahore|DHA Phase 6 - Block K, DHA Phase 6|5445|6|6|202000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|79000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|95000000
Lahore|Park View City, Lahore|2723|5|6|30000000
Lahore|Park View City, Lahore|1362|4|4|16200000
Lahore|LDA Avenue - Block J, LDA Avenue|2723|6|6|33900000
Lahore|Bahria Town - Sector C, Bahria Town|2723|5|6|49500000
Lahore|Bahria Town - Nishtar Extension Block, Bahria Town - Sector E|5445|5|6|53300000
Lahore|DHA 9 Town, DHA Defence|1362|3|4|19000000
Lahore|DHA Phase 7, DHA Defence|5990|5|6|68500000
Lahore|DHA Phase 3 - Block X, DHA Phase 3|5445|5|6|65000000
Lahore|Park View City - Topaz Extension Block, Park View City|1362|4|4|20000000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|130000000
Lahore|DHA 9 Town, DHA Defence|1362|3|5|20000000
Lahore|Paragon City - Executive Block, Paragon City|1362|3|4|24000000
Lahore|State Life Housing Society, Lahore|2723|5|6|32500000
Lahore|DHA Phase 6, DHA Defence|5445|6|6|77500000
Lahore|DHA Phase 5, DHA Defence|5445|6|6|77500000
Lahore|Park View City - Tulip Extension Block, Park View City|1362|4|4|19000000
Lahore|DHA Phase 6 - Block L, DHA Phase 6|5445|5|6|84000000
Lahore|DHA Phase 6 - Block D, DHA Phase 6|5445|5|6|83500000
Lahore|DHA Phase 8, DHA Defence|6534|5|6|59500000
Lahore|DHA Phase 6 - Block H, DHA Phase 6|5445|5|6|89900000
Lahore|Park View City - Platinum Block, Park View City|1362|4|4|19000000
Lahore|DHA Phase 6 - Block H, DHA Phase 6|10890|5|6|275000000
Lahore|Bahria Town - Block BB, Bahria Town - Sector D|1362|4|5|19500000
Lahore|Park View City, Lahore|953|3|4|12500000
Lahore|Park View City, Lahore|1362|4|5|16000000
Lahore|Park View City - Tulip Block, Park View City|1362|4|5|20000000
Lahore|Park View City, Lahore|1362|4|4|16800000
Lahore|Park View City, Lahore|2723|5|6|30000000
Lahore|DHA Phase 6 - Block J, DHA Phase 6|5445|5|6|85000000
Lahore|Gulberg, Lahore|10890|7|6|180000000
Lahore|DHA Phase 1 - Block J, DHA Phase 1|3268|5|5|33500000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|76900000
Lahore|Al-Kabir Town, Raiwind Road|817|3|4|10000000
Lahore|DHA Phase 7, DHA Defence|5445|6|6|77000000
Lahore|DHA 9 Town - Block A, DHA 9 Town|1362|3|4|17900000
Lahore|Johar Town Phase 2, Johar Town|5445|5|6|105000000
Lahore|Formanites Housing Scheme, Lahore|2723|5|6|31000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|62900000
Lahore|Punjab Coop Housing - Block C, Punjab Coop Housing Society|2178|5|6|36500000
Lahore|DHA 9 Town, DHA Defence|1362|3|3|26000000
Lahore|DHA Phase 7 - Block U, DHA Phase 7|5445|5|6|66800000
Lahore|DHA Phase 7 - Block S, DHA Phase 7|5445|5|6|69800000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|79600000
Lahore|DHA Phase 7 - Block T, DHA Phase 7|5445|5|6|69000000
Lahore|Bahria Town - Shershah Block, Bahria Town - Sector F|1362|3|4|20000000
Lahore|Bahria Town - Block CC, Bahria Town - Sector D|1362|4|5|20000000
Lahore|Askari 10 - Sector F, Askari 10|4629|5|6|83000000
Lahore|Askari 10 - Sector F, Askari 10|4629|5|6|83000000
Lahore|Park View City, Lahore|2723|5|5|31000000
Lahore|Park View City, Lahore|953|3|4|12000000
Lahore|Park View City, Lahore|1362|4|5|16000000
Lahore|Park View City - Diamond Block, Park View City|1362|4|4|16500000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|78500000
Lahore|DHA 9 Town, DHA Defence|1362|3|4|19400000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|105000000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|70000000
Lahore|DHA Phase 5, DHA Defence|5445|5|6|100000000
Lahore|Wapda Town Phase 1 - Block J2, Wapda Town Phase 1|2723|7|6|33000000
Lahore|DHA Phase 7 - Block Y, DHA Phase 7|5445|6|0|69000000
Lahore|Al-Kabir Phase 2 - Block E, Al-Kabir Town - Phase 2|817|3|4|12000000
Lahore|Central Park - Block B, Central Park Housing Scheme|1362|3|4|19500000
Lahore|Central Park - Block B, Central Park Housing Scheme|1089|4|5|14500000
Lahore|Bahria Town - Jasmine Block, Bahria Town - Sector C|2723|5|6|47500000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|73600000
Lahore|Bahria Town - Iris Block, Bahria Town - Sector C|2723|5|6|44500000
Lahore|Askari 10 - Sector F, Askari 10|4629|5|6|87500000
Lahore|Askari 10 - Sector F, Askari 10|4629|5|6|95000000
Lahore|Askari 10 - Sector S, Askari 10|4084|5|6|81500000
Lahore|Askari 10, Askari|2995|5|6|59000000
Lahore|Askari 10 - Sector F, Askari 10|4629|5|6|83000000
Lahore|Askari 10 - Sector S, Askari 10|4084|5|6|77500000
Lahore|Askari 10 - Sector D, Askari 10|2723|4|5|46500000
Lahore|Askari 10 - Sector B, Askari 10|5445|5|6|83000000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|67000000
Lahore|DHA Phase 6 - Block J, DHA Phase 6|5445|5|6|79000000
Lahore|DHA Phase 6 - Block D, DHA Phase 6|5445|5|6|85500000
Lahore|DHA 9 Town, DHA Defence|2178|4|5|36500000
Lahore|Askari 10 - Sector D, Askari 10|2723|5|6|48500000
Lahore|DHA Phase 6 - Block G, DHA Phase 6|5445|7|6|130000000
Lahore|Gulshan-e-Ravi - Block F, Gulshan-e-Ravi|2178|4|5|50000000
Lahore|Bismillah Housing Scheme - Block C, Bismillah Housing Scheme|1089|4|5|17200000
Lahore|LDA Avenue, Lahore|2723|6|6|37500000
Lahore|Canal Bank Housing Scheme, Lahore|1362|3|4|22000000
Lahore|DHA Phase 2 - Block T, DHA Phase 2|5445|5|6|56500000
Lahore|DHA Phase 5 - Block G, DHA Phase 5|5445|5|6|80000000
Lahore|Allama Iqbal Town, Lahore|2723|4|4|33000000
Lahore|DHA 9 Town, DHA Defence|1362|3|4|20500000
Lahore|Johar Town Phase 1, Johar Town|3268|5|6|45000000
Lahore|College Road, Lahore|681|3|3|8500000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|52600000
Lahore|Askari 10 - Sector B, Askari 10|2723|4|5|45000000
Lahore|Askari 10 - Sector D, Askari 10|2723|5|6|53000000
Lahore|Askari 10 - Sector B, Askari 10|2723|4|5|44000000
Lahore|Askari 10 - Sector C, Askari 10|2723|5|6|50000000
Lahore|Shah Jamal, Lahore|27769|10|6|310000000
Lahore|Askari 10 - Sector D, Askari 10|2723|5|6|53000000
Lahore|Askari 11, Askari|5445|5|6|85000000
Lahore|Askari 10 - Sector F, Askari 10|4629|4|5|76000000
Lahore|DHA Phase 6 - Block M, DHA Phase 6|5445|5|6|65100000
Lahore|DHA Phase 5, DHA Defence|2723|5|6|45000000
Lahore|DHA Phase 6, DHA Defence|10890|6|0|550000000
Lahore|DHA Phase 6 - Block C, DHA Phase 6|10890|6|0|350000000
Lahore|DHA Phase 3, DHA Defence|5445|5|6|65000000
Lahore|LDA Avenue - Block J, LDA Avenue|2723|6|6|31500000
Lahore|Johar Town Phase 1 - Block F2, Johar Town Phase 1|1362|4|5|23000000
Lahore|Al-Ahmad Garden Housing Scheme, GT Road|1362|4|5|17000000
Lahore|Wapda Town Phase 1 - Block G5, Wapda Town Phase 1|1362|4|5|28500000
Lahore|Wapda Town Phase 1 - Block G3, Wapda Town Phase 1|1362|3|4|25000000
Lahore|Khayaban-e-Amin, Lahore|1362|2|2|9500000
Lahore|Al-Kabir Town - Phase 2, Al-Kabir Town|817|3|4|12500000
Lahore|Paragon City - Imperial 1 Block, Paragon City|1362|3|3|22500000
Lahore|Imperial Garden Homes, Paragon City|3540|4|5|55000000
Lahore|DHA Phase 6 - Block E, DHA Phase 6|5445|6|6|137000000
Lahore|Defence Raya, DHA Defence|5445|5|6|112500000
Lahore|Askari 11 - Sector A, Askari 11|2723|3|4|41500000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|73500000
Lahore|Askari 10 - Sector S, Askari 10|4084|5|6|85000000
Lahore|Askari 10 - Sector C, Askari 10|2723|5|6|52500000
Lahore|Canal Valley, Main Canal Bank Road|1362|3|3|21000000
Lahore|Askari 10 - Sector C, Askari 10|5445|5|6|85000000
Lahore|Askari 10 - Sector E, Askari 10|2723|3|4|45000000
Lahore|New Lahore City, Lahore|1362|1|2|9200000
Lahore|Askari 10 - Sector B, Askari 10|2723|4|5|46000000
Lahore|DHA Phase 3, DHA Defence|10890|5|6|225000000
Lahore|DHA Phase 6 - Block N, DHA Phase 6|5445|5|6|62500000
Lahore|DHA Phase 6 - Block B, DHA Phase 6|5445|5|6|76100000
Lahore|DHA Phase 6, DHA Defence|10890|7|6|530000000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|59000000
Lahore|Lahore Medical Housing Society, Lahore|1089|3|4|15300000
Lahore|Nasheman-e-Iqbal Phase 2 - Block A, Nasheman-e-Iqbal Phase 2|2723|5|6|32500000
Lahore|Askari 10 - Sector F, Askari 10|5990|5|6|108500000
Lahore|Wapda Town Phase 1 - Block K1, Wapda Town Phase 1|5445|4|4|42500000
Lahore|DHA Phase 6 - Block D, DHA Phase 6|1906|4|5|42500000
Lahore|Al-Kabir Phase 2 - Block C, Al-Kabir Town - Phase 2|817|3|4|12500000
Lahore|Al-Kabir Town - Phase 2, Al-Kabir Town|1362|4|5|17500000
Lahore|Valencia Housing Society, Lahore|5445|5|6|97500000
Lahore|Fazaia Housing Scheme Phase 1, Fazaia Housing Scheme|8712|5|6|150000000
Lahore|Johar Town, Lahore|2723|6|6|52000000
Lahore|Johar Town, Lahore|5445|6|6|95000000
Lahore|Johar Town, Lahore|953|3|3|15000000
Lahore|Askari 10 - Sector B, Askari 10|2723|4|5|45000000
Lahore|Valencia Housing Society, Lahore|2178|3|3|30000000
Lahore|Askari 10 - Sector C, Askari 10|2723|5|6|57500000
Lahore|Askari 10 - Sector B, Askari 10|2723|4|5|44000000
Lahore|DHA Phase 7, DHA Defence|2723|4|5|51000000
Lahore|PCSIR Housing Scheme Phase 2 - Block B, PCSIR Housing Scheme Phase 2|5445|5|5|55000000
Lahore|Johar Town, Lahore|1362|5|5|30000000
Lahore|Paragon City, Lahore|2723|5|6|47000000
Lahore|LDA Avenue, Lahore|2723|6|6|37000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|80500000
Lahore|DHA Phase 6 - Block K, DHA Phase 6|5445|5|6|78100000
Lahore|Bahria Town - Jinnah Block, Bahria Town - Sector E|1362|3|5|16000000
Lahore|Bahria Orchard, Lahore|1362|3|4|9200000
Lahore|DHA 9 Town - Block C, DHA 9 Town|1362|3|4|21000000
Lahore|DHA Phase 7 - Block Y, DHA Phase 7|2723|4|4|47500000
Lahore|Bahria Town - Tulip Block, Bahria Town - Sector C|2723|5|6|39900000
Lahore|Al Hafeez Garden - Ismail Block, Al Hafeez Gardens|1362|3|4|22000000
Lahore|Central Park Housing Scheme, Lahore|953|3|4|12000000
Lahore|Al-Kabir Phase 2 - Block E, Al-Kabir Town - Phase 2|817|3|4|11800000
Lahore|Al-Kabir Phase 2 - Usman Block, Al-Kabir Town - Phase 2|1362|3|4|22500000
Lahore|LDA Avenue, Lahore|2723|5|6|39000000
Lahore|Johar Town, Lahore|5445|6|6|75000000
Lahore|Architects Engineers Housing Society, Lahore|1362|5|5|26500000
Lahore|Johar Town, Lahore|1634|6|6|27000000
Lahore|Johar Town, Lahore|817|3|3|12700000
Lahore|Punjab Coop Housing Society, Lahore|2723|5|6|38000000
Lahore|EME Society, Lahore|5445|5|6|130000000
Lahore|Paragon City, Lahore|1362|3|4|22500000
Lahore|GOR 1, GOR|32670|6|6|830000000
Lahore|Punjab Small Industries Colony - Block B, Punjab Small Industries Colony|1906|5|6|31000000
Lahore|Bahria Homes, Bahria Town - Sector E|1634|3|3|18000000
Lahore|Allama Iqbal Town - Mehran Block, Allama Iqbal Town|2723|5|5|35000000
Lahore|DHA Phase 6 - Block A, DHA Phase 6|5445|6|6|195000000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|65000000
Lahore|Lake City - Sector M7 - Block C, Lake City - Sector M-7|1362|4|5|19000000
Lahore|Bahria Town - Sector C, Bahria Town|5445|5|6|65000000
Lahore|Lake City - Sector M-2A, Lake City|2723|5|6|51000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|79500000
Lahore|Formanites Housing Scheme, Lahore|1362|3|4|20000000
Lahore|Formanites Housing Scheme, Lahore|2723|5|6|35000000
Lahore|DHA Phase 7, DHA Defence|2723|4|5|48500000
Lahore|DHA Phase 6 - Block K, DHA Phase 6|16335|6|6|240000000
Lahore|Central Park Housing Scheme, Lahore|953|3|4|12000000
Lahore|DHA Phase 7 - Block Y, DHA Phase 7|5445|5|6|49900000
Lahore|DHA Phase 5, DHA Defence|5445|6|6|85100000
Lahore|Johar Town, Lahore|681|2|2|12000000
Lahore|Johar Town, Lahore|1362|6|6|25000000
Lahore|Johar Town, Lahore|1362|4|4|22500000
Lahore|Johar Town, Lahore|681|3|3|12500000
Lahore|DHA Phase 7, DHA Defence|2723|4|5|55000000
Lahore|Sui Gas Society Phase 1, Sui Gas Housing Society|5445|6|6|90000000
Lahore|DHA 9 Town - Block D, DHA 9 Town|1362|3|4|27500000
Lahore|DHA 9 Town - Block D, DHA 9 Town|2178|4|5|40000000
Lahore|DHA 9 Town - Block D, DHA 9 Town|2178|4|5|45000000
Lahore|DHA Phase 4, DHA Defence|2723|4|5|38500000
Lahore|DHA Phase 4, DHA Defence|3812|5|6|69500000
Lahore|DHA Phase 4, DHA Defence|2723|4|5|53500000
Lahore|DHA 9 Town - Block B, DHA 9 Town|1362|2|6|19500000
Lahore|DHA Phase 4, DHA Defence|5445|5|6|65000000
Lahore|DHA Phase 6 - Block K, DHA Phase 6|10890|6|6|400000000
Lahore|DHA Phase 6 - Block L, DHA Phase 6|5445|5|6|76500000
Lahore|Bedian Road, Lahore|1362|3|4|17000000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|72500000
Lahore|DHA Phase 2 - Block U, DHA Phase 2|10890|0|0|120000000
Lahore|Eden Lane Villas 2, Eden|1362|3|3|13800000
Lahore|DHA Phase 6, DHA Defence|16880|5|6|242500000
Lahore|Bahria Town - Meadows Villas, Bahria Town - Sector B|9256|5|6|150000000
Lahore|DHA Phase 7 - Block T, DHA Phase 7|5445|6|6|120000000
Lahore|DHA Phase 6, DHA Defence|13068|6|6|149000000
Lahore|DHA Phase 7, DHA Defence|10890|6|6|112500000
Lahore|Pace Woodlands, Bedian Road|2451|4|5|32500000
Lahore|Park View City - Tulip Extension Block, Park View City|1362|4|4|17500000
Lahore|New Lahore City, Lahore|1362|3|3|16000000
Lahore|Jubilee Town - Block C, Jubilee Town|817|3|4|13500000
Lahore|Al Haram Garden, Lahore|817|3|2|6440000
Lahore|DHA 9 Town - Block C, DHA 9 Town|1362|3|4|21900000
Lahore|DHA Phase 5, DHA Defence|5445|6|6|73500000
Lahore|DHA 9 Town - Block A, DHA 9 Town|1362|3|4|19900000
Lahore|DHA Phase 5, DHA Defence|6534|6|6|110000000
Lahore|DHA 9 Town, DHA Defence|1362|3|4|23500000
Lahore|DHA Phase 5 - Block J, DHA Phase 5|6534|6|6|120000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|81000000
Lahore|Park View City, Lahore|1362|4|5|15000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|72100000
Lahore|DHA Phase 6 - Block F, DHA Phase 6|5445|5|6|72500000
Lahore|DHA Phase 6 - Block B, DHA Phase 6|5445|6|6|71900000
Lahore|DHA Phase 5, DHA Defence|10890|6|6|395000000
Lahore|DHA Phase 5, DHA Defence|5445|5|6|115000000
Lahore|Low Cost - Block D, Low Cost Sector|2178|4|5|14000000
Lahore|Ghous Garden - Phase 3, Ghous Garden|681|2|3|5000000
Lahore|DHA 9 Town - Block A, DHA 9 Town|1362|3|5|29500000
Lahore|Audit & Accounts Housing Society, Lahore|2178|4|4|16500000
Lahore|Al-Kabir Town - Phase 2, Al-Kabir Town|817|3|4|8500000
Lahore|DHA Phase 7, DHA Defence|2723|4|5|50000000
Lahore|Khayaban-e-Amin, Lahore|2723|5|5|45000000
Lahore|Park View City, Lahore|1362|4|5|18000000
Lahore|Park View City, Lahore|953|3|4|12500000
Lahore|Park View City, Lahore|2723|5|6|30000000
Lahore|Bahria Town - Sector C, Bahria Town|2723|5|6|39500000
Lahore|Wapda Town Phase 1 - Block J2, Wapda Town Phase 1|2723|4|4|33000000
Lahore|DHA Phase 4, DHA Defence|5445|5|6|65500000
Lahore|DHA Phase 3 - Block XX, DHA Phase 3|5445|5|6|75000000
Lahore|DHA Phase 5, DHA Defence|2723|4|5|45000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|102500000
Lahore|Park View City, Lahore|1362|5|5|17000000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|77500000
Lahore|DHA Phase 5, DHA Defence|5445|5|6|92500000
Lahore|Park View City, Lahore|1362|4|5|16500000
Lahore|DHA Phase 6, DHA Defence|5445|6|6|235000000
Lahore|Lake City Sector M8 - Block B1, Lake City - Sector M-8|1362|4|5|26500000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|65000000
Lahore|Bahria Town - Sector C, Bahria Town|2723|5|6|29500000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|61800000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|87500000
Lahore|Lake City, Raiwind Road|1362|4|5|20000000
Lahore|Central Park Housing Scheme, Lahore|1362|3|4|16500000
Lahore|Al Hafeez Garden - Phase 2, Al Hafeez Gardens|899|3|4|11900000
Lahore|Bahria Town - Block CC, Bahria Town - Sector D|1362|3|4|18500000
Lahore|Bahria Town - Sector C, Bahria Town|2723|5|6|45000000
Lahore|DHA Phase 6 - Block J, DHA Phase 6|10890|6|6|420000000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|75000000
Lahore|Formanites Housing Scheme, Lahore|5445|5|6|61000000
Lahore|State Life Housing Society, Lahore|5445|5|6|70000000
Lahore|DHA 9 Town, DHA Defence|1362|3|4|19900000
Lahore|Bahria Town - Sector C, Bahria Town|2723|5|6|54000000
Lahore|Park View City, Lahore|1362|4|5|18000000
Lahore|DHA Phase 2, DHA Defence|5445|5|6|57500000
Lahore|Park View City, Lahore|1362|4|4|16200000
Lahore|DHA Phase 6 - Block K, DHA Phase 6|5445|5|6|91000000
Lahore|DHA Phase 5 - Block H, DHA Phase 5|5445|6|6|107500000
Lahore|DHA Phase 2, DHA Defence|5445|5|6|66000000
Lahore|DHA Phase 2 - Block Q, DHA Phase 2|5445|5|6|62500000
Lahore|DHA Phase 3, DHA Defence|5445|5|6|77000000
Lahore|Lake City - Sector M-7, Lake City|1362|3|4|20000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|239000000
Lahore|DHA Phase 6, DHA Defence|10890|5|6|380000000
Lahore|DHA Phase 6 - Block E, DHA Phase 6|5445|5|6|122500000
Lahore|Park View City, Lahore|1362|4|4|16500000
Lahore|Bahria Homes, Bahria Town - Sector E|1634|3|4|18000000
Lahore|Bahria Town - Johar Block, Bahria Town - Sector E|2723|5|6|35000000
Lahore|Bahria Town - Jinnah Block, Bahria Town - Sector E|1362|3|4|21500000
Lahore|Bahria Town - Sector D, Bahria Town|1362|3|4|16500000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|120000000
Lahore|DHA Phase 1 - Block C, DHA Phase 1|10890|6|6|148500000
Lahore|DHA Phase 3, DHA Defence|5445|6|6|68500000
Lahore|Bahria Town - Janiper Block, Bahria Town - Sector C|2723|5|6|40000000
Lahore|Taj Bagh Scheme, Lahore|1089|3|4|15000000
Lahore|Johar Town Phase 2, Johar Town|1362|4|5|24500000
Lahore|Johar Town Phase 2, Johar Town|5445|5|6|67000000
Lahore|Johar Town Phase 1, Johar Town|3268|6|6|58500000
Lahore|DHA 9 Town, DHA Defence|1362|3|4|17000000
Lahore|DHA 9 Town, DHA Defence|1362|3|4|17500000
Lahore|DHA 9 Town - Block C, DHA 9 Town|1362|3|4|17600000
Lahore|DHA 9 Town - Block C, DHA 9 Town|1362|3|4|17800000
Lahore|DHA 9 Town - Block A, DHA 9 Town|1362|3|4|18000000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|69000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|120000000
Lahore|Bahria Town - Jinnah Extension Block, Bahria Town - Sector E|1362|3|3|19500000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|68900000
Lahore|Al-Kabir Town, Raiwind Road|817|3|4|9500000
Lahore|Al-Kabir Town, Raiwind Road|817|3|4|10000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|77500000
Lahore|DHA Phase 6, DHA Defence|5445|7|6|83500000
Lahore|Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1|1362|3|5|20000000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|66600000
Lahore|Bahria Orchard, Lahore|2178|5|6|22500000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|86000000
Lahore|Punjab University Society Phase 2, Punjab University Employees Society|1906|5|6|26900000
Lahore|HBFC Housing Society, Lahore|5445|5|6|72500000
Lahore|Canal Garden - Tip Sector, Canal Garden|5990|10|7|55000000
Lahore|DHA Phase 6 - Block J, DHA Phase 6|5445|5|6|84900000
Lahore|Audit & Accounts Phase 1, Audit & Accounts Housing Society|2178|5|5|15500000
Lahore|Park View City, Lahore|1362|4|5|16000000
Lahore|Park View City, Lahore|1362|4|4|19500000
Lahore|Park View City, Lahore|2723|4|4|35000000
Lahore|Bahria Town - Shaheen Block Extension, Bahria Town - Sector B|5445|5|6|69900000
Lahore|Bahria Town - Nargis Block, Bahria Town - Sector C|2723|5|6|35500000
Lahore|Askari 10 - Sector F, Askari 10|4629|5|6|77000000
Lahore|DHA Phase 6, DHA Defence|5445|5|6|71500000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|62500000
Lahore|DHA Phase 6 - Block L, DHA Phase 6|5990|5|6|79900000
Lahore|Bahria Town - Gulbahar Block, Bahria Town - Sector C|2723|5|6|46500000
Lahore|Bahria Town - Ali Block, Bahria Town - Sector B|2723|5|6|37500000
Lahore|Al-Kabir Town, Raiwind Road|817|3|4|11000000
Lahore|DHA Phase 7, DHA Defence|5445|5|6|60000000
Lahore|Central Park Housing Scheme, Lahore|1362|4|5|15000000
Lahore|Al-Kabir Town - Phase 2, Al-Kabir Town|817|3|3|8800000
Lahore|Al-Kabir Town - Phase 2, Al-Kabir Town|817|3|4|9200000
Lahore|DHA Phase 5, DHA Defence|5445|5|6|67800000
Lahore|DHA Phase 7, DHA Defence|5990|6|6|135000000
Lahore|Vital Homes AA, Vital Homes Housing Scheme|817|3|4|11700000
Lahore|OLC - Block A, Overseas Low Cost|1362|3|4|17000000
Lahore|Bahria Nasheman - Sunflower, Bahria Nasheman|1362|3|3|16000000
Lahore|DHA 9 Town, DHA Defence|1362|3|4|28000000
Lahore|Bahria Town - Nargis Block, Bahria Town - Sector C|2723|5|6|33500000
Lahore|Nespak Scheme Phase 3, Defence Road|2723|6|6|33500000
Lahore|DHA 11 Rahbar Phase 2 Extension, DHA 11 Rahbar|1362|3|4|19500000
Lahore|New Lahore City, Lahore|817|3|4|10000000
Lahore|New Lahore City, Lahore|817|3|4|10500000
Lahore|Cavalry Ground, Lahore|7623|4|6|114500000
Lahore|Bahria Town - Chambelli Block, Bahria Town - Sector C|2723|5|6|47000000
Lahore|Bahria Town - Jasmine Block, Bahria Town - Sector C|2723|5|6|45000000
Lahore|Bahria Town - Rafi Block, Bahria Town - Sector E|2723|5|6|44500000
Lahore|Bahria Town - Overseas B, Bahria Town - Overseas Enclave|2723|5|6|45000000
Lahore|Bahria Town - Overseas Enclave, Bahria Town|2723|5|6|46500000
Lahore|DHA Defence, Lahore|5990|6|6|83500000
Lahore|DHA Phase 7, DHA Defence|5445|6|6|83500000
Lahore|DHA Phase 5, DHA Defence|5445|5|5|74000000
Lahore|DHA 9 Town, DHA Defence|1362|3|4|18800000
